inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks
INSP01957,2026-03-26,SCH0210,1,1,0,1,0,AYUSHMAN RAJU,NO REMARKS
INSP01246,2025-07-06,SCH0285,1,1,1,0,,HENRY BASAK,GOOD CONDITION
INSP01815,2025-05-01,SCH0240,0,0,1,1,,LAVANYA CHOUDHRY,AVERAGE
INSP00572,2026-02-21,SCH0369,1,1,,1,1,BAKHSHI RAMAN,TOILETS LOCKED
INSP01436,2025-09-04,SCH0312,0,1,1,1,0,MANTHAN RAJA,AVERAGE
INSP00994,2026-02-08,SCH0595,1,0,0,0,1,,GOOD CONDITION
INSP01567,2026-08-01,SCH0434,0,1,0,0,0,JATIN GANESH,NO REMARKS
INSP01563,2025-10-10,SCH0589,0,0,1,0,0,WAIDA THAKKAR,NO REMARKS
INSP00586,2025-04-21,SCH0569,0,1,,1,1,,NEEDS REPAIR
INSP02526,2025-10-28,SCH0484,0,1,0,1,0,DAYITA NAYAR,NEEDS REPAIR
INSP02788,2026-02-18,SCH0508,,1,1,,0,SAMAR MUNSHI,NO REMARKS
INSP02324,2025-08-13,SCH0493,1,0,0,0,1,ATI WAGLE,AVERAGE
INSP01350,2025-08-21,SCH0169,1,1,0,1,0,TARAK SHETTY,NO REMARKS
INSP01008,2025-04-04,SCH0583,0,1,0,1,0,OMISHA OZA,NO REMARKS
INSP00675,2025-07-31,SCH0513,1,0,1,1,1,,AVERAGE
INSP02203,2025-07-10,SCH0472,1,1,,1,1,CHANAKYA TANDON,AVERAGE
INSP00856,2025-08-01,SCH0373,1,1,0,,1,JAGRATI KRISHNAMURTHY,NEEDS REPAIR
INSP00448,2025-06-01,SCH0066,1,1,1,,1,ODIKA MAHARAJ,NEEDS REPAIR
INSP01843,2026-03-15,SCH0032,1,1,0,1,0,MEERA SAMPATH,NO REMARKS
INSP01862,2025-04-11,SCH0243,1,1,1,1,0,PRANEEL KALLA,TOILETS LOCKED
INSP01804,2025-05-13,SCH0246,1,1,0,,,MADHAV WALI,NEEDS REPAIR
INSP02382,2025-09-25,SCH0043,1,1,1,0,1,CALEB THAKUR,NEEDS REPAIR
INSP02813,2025-12-03,SCH0281,1,1,0,0,1,ANITA TARA,NO REMARKS
INSP02509,2025-11-03,SCH0589,1,1,1,1,0,CHANAKYA TANEJA,NEEDS REPAIR
INSP01915,2025-03-05,SCH0390,1,1,1,1,,ANAY GOLLA,NO REMARKS
INSP02809,2025-08-01,SCH0326,1,1,1,1,0,ANTHONY JHA,NO REMARKS
INSP02619,2025-12-21,SCH0320,1,1,1,1,0,VIHAAN PARSA,AVERAGE
INSP01248,2026-03-22,SCH0520,1,1,1,0,0,LOGAN BALASUBRAMANIAN,AVERAGE
INSP00295,2025-07-20,SCH0283,1,1,1,1,0,UNNATI TELLA,NEEDS REPAIR
INSP01548,2025-06-20,SCH0224,1,0,1,1,0,FITAN UPADHYAY,TOILETS LOCKED
INSP00589,2026-03-30,SCH0044,0,0,1,0,0,JACOB PANDIT,TOILETS LOCKED
INSP01282,2025-04-18,SCH0086,,1,1,1,0,MANBIR SETHI,NO REMARKS
INSP01589,2025-11-13,SCH0438,1,0,,1,0,DHRITI PANDIT,NO REMARKS
INSP02035,2025-05-04,SCH0445,1,,1,0,0,CHAVVI KHURANA,GOOD CONDITION
INSP02695,2025-05-13,SCH0276,1,1,1,0,,UPASNA KADE,GOOD CONDITION
INSP02520,2026-01-30,SCH0039,0,1,1,1,1,RIA MENON,GOOD CONDITION
INSP02376,2025-04-14,SCH0417,1,1,1,0,1,,GOOD CONDITION
INSP01418,2025-07-18,SCH0204,1,1,1,1,1,TARA LOYAL,AVERAGE
INSP00426,2025-07-19,SCH0254,0,0,1,0,1,WISHI RAMA,AVERAGE
INSP00535,2025-04-14,SCH0280,1,1,1,1,1,YAHVI SENGUPTA,GOOD CONDITION
INSP01055,2026-01-03,SCH0500,1,1,1,0,1,JANYA SAXENA,NEEDS REPAIR
INSP02567,2026-03-27,SCH0524,1,1,1,1,0,ARIN SOOD,NO REMARKS
INSP02635,2025-05-28,SCH0003,1,1,1,1,0,,AVERAGE
INSP02928,2025-08-01,SCH0508,0,0,0,1,0,VINAYA GHOSH,NEEDS REPAIR
INSP00133,2025-08-04,SCH0250,0,1,1,1,1,MUGDHA VARMA,AVERAGE
INSP00315,2025-11-13,SCH0483,1,1,1,0,0,ANVI TARA,NEEDS REPAIR
INSP02184,2025-11-05,SCH0230,1,0,0,1,1,YATIN PRASAD,AVERAGE
INSP00422,2025-12-31,SCH0093,1,1,1,0,1,LEELA NARULA,NEEDS REPAIR
INSP02796,2025-06-07,SCH0600,0,1,1,1,,ANAY MAHAL,NO REMARKS
INSP02149,2025-08-22,SCH0566,1,1,0,0,1,ALKA BAWA,NO REMARKS
INSP01761,2025-07-18,SCH0564,0,1,1,1,,TANVEER REDDY,AVERAGE
INSP01369,2025-04-28,SCH0287,1,1,1,0,0,RACHANA DASS,TOILETS LOCKED
INSP00557,2025-04-30,SCH0356,0,1,1,0,1,SAUMYA NARANG,AVERAGE
INSP02460,2025-04-16,SCH0257,1,1,0,,0,DIPTA DE,TOILETS LOCKED
INSP01661,2025-12-25,SCH0119,1,1,1,,1,WYATT SHARAF,TOILETS LOCKED
INSP02817,2025-06-22,SCH0054,0,1,,1,,AAHANA SANI,NO REMARKS
INSP02045,2025-06-07,SCH0458,1,1,1,0,0,RISHI SRIDHAR,GOOD CONDITION
INSP00571,2025-07-30,SCH0223,1,1,1,1,,YASH SAMI,NO REMARKS
INSP00353,2025-06-17,SCH0276,1,1,1,,0,PATRICK RAU,NO REMARKS
INSP00092,2026-07-01,SCH0555,1,1,1,0,,WARDA KRISHNA,NO REMARKS
INSP02969,2025-10-09,SCH0329,1,1,1,1,1,RAYAAN MITAL,NEEDS REPAIR
INSP02665,2025-11-04,SCH0314,0,1,1,0,,,NO REMARKS
INSP01171,2025-11-29,SCH0534,1,0,1,1,1,CHAITALY BALAN,NO REMARKS
INSP02896,2025-09-06,SCH0075,,0,0,,1,PRANEEL DEO,NO REMARKS
INSP01286,2026-03-24,SCH0423,1,,1,1,0,WAZIR SEHGAL,AVERAGE
INSP02169,2025-06-16,SCH0037,1,1,0,1,0,QARIN PARMAR,NO REMARKS
INSP02226,2025-10-09,SCH0431,1,0,1,1,1,EKANTA KARPE,TOILETS LOCKED
INSP02216,2025-09-27,SCH0318,1,1,0,0,0,VEDIKA DESHPANDE,NO REMARKS
INSP01592,2025-06-17,SCH0234,1,1,1,1,0,JHALAK CHOUDHRY,NO REMARKS
INSP02634,2026-02-11,SCH0442,1,0,1,1,1,WAZIR KAPUR,TOILETS LOCKED
INSP00698,2025-08-15,SCH0351,1,1,1,1,1,VICTOR BHANDARI,NO REMARKS
INSP02637,2025-09-17,SCH0327,1,1,0,0,1,OSCAR SUNDER,NO REMARKS
INSP00349,2026-02-05,SCH0207,0,1,1,1,0,QUSHI SHERE,GOOD CONDITION
INSP01747,2025-05-30,SCH0344,0,1,1,0,,EDHITHA SOMAN,NO REMARKS
INSP02470,2025-10-14,SCH0078,,1,0,0,1,YAUVANI MISTRY,AVERAGE
INSP02858,2025-07-10,SCH0154,1,1,1,0,1,REYANSH BHATNAGAR,NO REMARKS
INSP02358,2025-06-24,SCH0109,1,1,1,1,1,WAKEETA GABA,AVERAGE
INSP01138,2025-06-12,SCH0007,1,1,1,0,1,BRINDA NANDA,NO REMARKS
INSP02005,2025-04-08,SCH0422,1,,0,0,1,RANVEER CHADHA,TOILETS LOCKED
INSP01621,2025-01-10,SCH0482,1,0,1,1,0,DARSH NARANG,NEEDS REPAIR
INSP02979,2025-08-03,SCH0031,1,1,,0,1,SAMESH DAR,NEEDS REPAIR
INSP02963,2025-08-19,SCH0398,1,1,1,1,0,ANIKA PANDYA,TOILETS LOCKED
INSP01340,2026-03-15,SCH0223,1,1,1,0,1,LIPIKA KARA,AVERAGE
INSP02620,2026-02-09,SCH0584,1,0,1,0,1,UCCHAL KAPUR,NEEDS REPAIR
INSP00454,2025-06-22,SCH0071,0,,1,1,1,YASHVI TALWAR,TOILETS LOCKED
INSP00914,2025-12-09,SCH0323,1,1,1,1,0,ATI SURI,AVERAGE
INSP02339,2026-01-07,SCH0069,1,,1,1,1,HRITIK DUTT,NO REMARKS
INSP01200,2025-06-24,SCH0009,1,,1,1,0,JANYA MURTY,GOOD CONDITION
INSP01275,2026-03-29,SCH0562,1,1,0,0,1,EKANTA MANGAT,AVERAGE
INSP02060,2025-12-20,SCH0571,0,1,0,1,1,DEV WALIA,NO REMARKS
INSP00038,2025-08-16,SCH0496,1,1,1,0,1,DEEPA MAHAL,NEEDS REPAIR
INSP00975,2025-05-26,SCH0464,0,1,1,1,1,GAURIKA RANGANATHAN,GOOD CONDITION
INSP02912,2025-11-24,SCH0404,0,1,1,1,1,VEER NARAYANAN,NEEDS REPAIR
INSP00984,2025-10-14,SCH0114,,1,0,1,0,,NEEDS REPAIR
INSP02014,2025-04-28,SCH0409,0,1,1,1,,KIAAN VAIDYA,AVERAGE
INSP02120,2025-07-26,SCH0457,1,1,1,,0,VICTOR SUBRAMANIAM,NEEDS REPAIR
INSP01419,2026-02-17,SCH0280,0,1,1,1,0,JOSHUA KORPAL,NEEDS REPAIR
INSP01285,2026-03-30,SCH0291,1,0,1,1,0,YUTIKA BEHL,AVERAGE
INSP02162,2025-07-10,SCH0001,1,1,1,0,0,IMARAN IYENGAR,NO REMARKS
INSP00040,2025-04-18,SCH0180,1,1,1,,1,XAVIER MANDA,NEEDS REPAIR
INSP01487,2025-05-18,SCH0280,1,1,1,1,1,,NO REMARKS
INSP01992,2025-09-06,SCH0382,1,1,1,1,0,INDALI GANDHI,NO REMARKS
INSP00170,2025-07-04,SCH0102,1,1,1,1,1,EKANI KAUL,GOOD CONDITION
INSP01356,2025-05-18,SCH0017,1,1,0,0,,DIPTA KAPOOR,NO REMARKS
INSP00738,2025-08-28,SCH0497,0,1,1,1,0,,GOOD CONDITION
INSP01737,2025-05-10,SCH0181,1,1,1,1,0,,NO REMARKS
INSP02839,2026-11-02,SCH0511,1,1,1,1,1,RUDRA MEMON,NO REMARKS
INSP01565,2025-05-26,SCH0533,1,0,1,,1,,AVERAGE
INSP02088,2026-05-03,SCH0087,1,1,1,1,1,RACHANA WALI,TOILETS LOCKED
INSP00635,2025-10-30,SCH0523,1,1,0,1,0,,NO REMARKS
INSP02785,2025-07-04,SCH0067,1,0,1,1,0,YATIN DARA,AVERAGE
INSP02090,2025-07-24,SCH0491,,1,1,,0,JONATHAN IYER,TOILETS LOCKED
INSP01641,2026-01-26,SCH0430,1,1,0,0,1,DARPAN GANESH,GOOD CONDITION
INSP01291,2026-03-29,SCH0163,,1,0,1,1,SACHI MAHAL,NO REMARKS
INSP02461,2026-04-03,SCH0435,1,1,0,0,,ADYA DATE,NO REMARKS
INSP01381,2026-02-13,SCH0460,1,1,0,0,0,ISHAAN SHARAF,GOOD CONDITION
INSP00580,2025-04-15,SCH0164,0,1,0,0,0,NATHAN DHAR,GOOD CONDITION
INSP00329,2025-12-23,SCH0294,1,1,1,1,0,SIMON KOSHY,NO REMARKS
INSP01833,2025-05-17,SCH0252,1,1,1,0,1,NIRJA BHARDWAJ,TOILETS LOCKED
INSP00893,2025-02-09,SCH0062,0,0,1,1,1,VAISHNAVI SETTY,TOILETS LOCKED
INSP01144,2025-11-07,SCH0112,0,1,0,1,0,UTKARSH MALLICK,TOILETS LOCKED
INSP00781,2025-05-09,SCH0441,0,0,1,1,1,SAMAKSH SHUKLA,NO REMARKS
INSP00160,2026-01-01,SCH0200,0,0,1,1,0,NIDRA HAYER,NO REMARKS
INSP01731,2025-06-22,SCH0149,1,1,1,0,1,ISHANI GOEL,TOILETS LOCKED
INSP01930,2025-12-30,SCH0396,1,0,1,0,,MADHAVI BASSI,GOOD CONDITION
INSP02448,2025-07-28,SCH0445,1,1,1,0,0,,NO REMARKS
INSP00062,2026-02-04,SCH0502,1,1,0,0,0,ABHIRAM GANDHI,NO REMARKS
INSP00850,2025-03-07,SCH0055,1,0,1,1,0,NIHARIKA KANNAN,TOILETS LOCKED
INSP02246,2025-06-21,SCH0081,1,1,1,1,0,UPADHRITI CHADA,TOILETS LOCKED
INSP02145,2025-07-12,SCH0522,1,,0,1,1,HEMAL CONTRACTOR,GOOD CONDITION
INSP02852,2026-01-11,SCH0050,1,1,1,,0,HARDIK VENKATESH,NO REMARKS
INSP01597,2026-10-01,SCH0326,1,,0,1,0,AASHI BASSI,TOILETS LOCKED
INSP01044,2026-03-16,SCH0066,1,1,1,1,1,CHANDRESH VARGHESE,TOILETS LOCKED
INSP02984,2025-05-15,SCH0311,1,1,1,1,1,BISHAKHA SOOD,NO REMARKS
INSP01545,2025-10-24,SCH0116,0,1,1,0,0,RAYAAN CHAUHAN,AVERAGE
INSP02100,2025-08-05,SCH0194,1,1,1,0,0,PRIYA TANK,NEEDS REPAIR
INSP00496,2026-01-23,SCH0380,1,1,0,0,1,SANYA BAVA,TOILETS LOCKED
INSP01071,2025-05-25,SCH0456,1,1,0,1,1,DANIEL OAK,NO REMARKS
INSP00054,2025-12-04,SCH0271,1,1,1,1,0,,TOILETS LOCKED
INSP02672,2025-10-29,SCH0229,,1,1,1,1,EKANI DEVI,NEEDS REPAIR
INSP00259,2025-10-28,SCH0392,1,1,1,0,0,BAGHYAWATI MANI,TOILETS LOCKED
INSP00506,2026-01-21,SCH0207,1,1,1,,,VANSHA CHAUDHARY,TOILETS LOCKED
INSP00753,2025-09-19,SCH0109,1,1,1,0,1,MAHIKA SABHARWAL,NEEDS REPAIR
INSP02402,2026-03-30,SCH0033,1,1,1,,0,INDRAJIT SARMA,NEEDS REPAIR
INSP00218,2025-04-19,SCH0457,1,1,1,1,1,TANVI RAMAKRISHNAN,GOOD CONDITION
INSP00825,2025-10-19,SCH0152,1,1,0,1,0,QABIL KHANNA,AVERAGE
INSP01962,2026-02-01,SCH0172,1,1,,0,0,CHATURA BASSI,TOILETS LOCKED
INSP02373,2026-02-22,SCH0532,0,1,1,0,1,,TOILETS LOCKED
INSP02397,2025-05-15,SCH0095,1,1,1,,0,KAMYA VIRK,AVERAGE
INSP01390,2025-06-20,SCH0390,1,1,0,1,0,INAYA GREWAL,GOOD CONDITION
INSP02633,2025-05-08,SCH0174,,1,1,0,1,CHAMPAK CHANDER,AVERAGE
INSP01267,2025-09-10,SCH0343,1,1,1,1,1,AMRITA BUCH,TOILETS LOCKED
INSP02594,2025-06-24,SCH0107,1,1,1,1,0,DAKSH OZA,NO REMARKS
INSP01910,2025-05-04,SCH0439,1,0,1,0,0,BALJIWAN KUNDA,GOOD CONDITION
INSP01599,2026-02-18,SCH0303,1,1,1,0,1,BALVAN NAIK,NEEDS REPAIR
INSP02160,2025-05-07,SCH0594,1,1,1,0,0,VRISHTI DHALIWAL,TOILETS LOCKED
INSP01608,2025-05-09,SCH0367,1,0,1,1,,BAKHSHI SANI,NO REMARKS
INSP01830,2025-09-11,SCH0390,,1,1,,1,YAUVANI MANI,AVERAGE
INSP00772,2025-12-12,SCH0104,1,1,1,,1,FINN BATH,GOOD CONDITION
INSP02945,2025-11-11,SCH0551,0,,1,0,0,AAYUSH VORA,TOILETS LOCKED
INSP01961,2025-08-01,SCH0007,1,1,1,1,0,,NO REMARKS
INSP02823,2025-07-29,SCH0587,1,1,0,1,0,KASHVI SARIN,TOILETS LOCKED
INSP01086,2025-11-19,SCH0383,1,1,1,,0,MEERA NARAIN,NO REMARKS
INSP02250,2025-08-27,SCH0023,1,,1,1,0,JAGVI BHARDWAJ,NO REMARKS
INSP02347,2026-02-14,SCH0556,1,1,1,1,1,AADHYA RAMANATHAN,GOOD CONDITION
INSP01326,2025-05-19,SCH0360,,1,1,0,0,VIHAAN SOMAN,NEEDS REPAIR
INSP02235,2026-01-18,SCH0014,1,,1,0,0,,NO REMARKS
INSP01742,2026-03-09,SCH0501,1,1,1,,1,OJASVI NIGAM,AVERAGE
INSP01913,2025-08-09,SCH0553,1,1,1,1,0,,NO REMARKS
INSP02363,2026-03-26,SCH0076,1,1,1,0,1,AZAAN RASTOGI,NEEDS REPAIR
INSP01404,2025-09-23,SCH0083,1,1,,1,1,WARINDER KARI,GOOD CONDITION
INSP02994,2025-12-18,SCH0150,1,1,0,0,1,RACHANA SETH,NEEDS REPAIR
INSP02366,2025-05-09,SCH0436,0,1,1,0,0,XITI SANDHU,TOILETS LOCKED
INSP01914,2025-11-22,SCH0444,1,0,0,0,0,ZASHIL BORA,NO REMARKS
INSP01164,2025-05-10,SCH0456,1,1,1,0,0,FINN JHAVERI,NO REMARKS
INSP00964,2025-04-10,SCH0430,1,,1,1,0,CHAKRADEV LOKE,TOILETS LOCKED
INSP02426,2025-07-14,SCH0567,1,0,1,1,1,JACK THAKER,AVERAGE
INSP02564,2025-09-28,SCH0114,,1,1,1,0,BAHADURJIT BEN,NO REMARKS
INSP00399,2025-05-15,SCH0555,0,1,1,1,0,JONATHAN SHARMA,TOILETS LOCKED
INSP00585,2026-03-02,SCH0495,0,1,1,0,1,AGASTYA VARMA,TOILETS LOCKED
INSP00949,2025-01-11,SCH0136,1,1,1,1,1,PARTH WAGLE,GOOD CONDITION
INSP00705,2025-12-05,SCH0266,1,1,1,1,0,KIAAN DATE,NO REMARKS
INSP00432,2026-01-28,SCH0254,1,1,1,1,0,MAX BATH,GOOD CONDITION
INSP01689,2025-04-27,SCH0130,1,0,1,0,1,LIBNI AGARWAL,NO REMARKS
INSP00293,2025-08-23,SCH0064,1,1,1,1,1,WARINDER SACHAR,NEEDS REPAIR
INSP00146,2025-07-07,SCH0518,1,1,0,0,0,XITI REGE,TOILETS LOCKED
INSP00324,2026-01-22,SCH0564,1,1,0,1,0,MAX GARG,NEEDS REPAIR
INSP02723,2025-05-07,SCH0103,1,1,1,1,0,THEODORE SIDHU,NEEDS REPAIR
INSP02224,2025-11-07,SCH0536,1,1,1,1,0,AMRITA RAJU,NO REMARKS
INSP01166,2025-07-16,SCH0067,1,,1,1,1,,TOILETS LOCKED
INSP01453,2025-04-17,SCH0029,1,1,0,1,0,NATHAN SHENOY,NEEDS REPAIR
INSP00003,2025-04-06,SCH0568,,0,1,1,0,AZAD PINGLE,GOOD CONDITION
INSP01713,2025-12-11,SCH0300,1,1,1,1,1,KRITIKA WASON,TOILETS LOCKED
INSP00577,2026-02-25,SCH0536,0,1,1,1,,KRISH MANDA,NO REMARKS
INSP02424,2025-12-10,SCH0296,0,1,0,1,0,EKAJA MADAN,NEEDS REPAIR
INSP00340,2026-01-10,SCH0300,1,0,1,1,1,NEHA DEVI,AVERAGE
INSP02903,2025-11-18,SCH0450,1,1,1,1,1,YUG NAIR,AVERAGE
INSP02479,2025-02-05,SCH0326,1,1,1,0,,UPADHRITI CHANDER,NO REMARKS
INSP00926,2025-04-16,SCH0403,1,1,1,1,1,YADAVI MADAN,NEEDS REPAIR
INSP00266,2025-04-12,SCH0237,1,1,1,0,0,MANTHAN BAL,GOOD CONDITION
INSP00377,2025-10-29,SCH0050,1,0,0,0,0,,NO REMARKS
INSP02469,2025-09-25,SCH0037,,1,0,1,0,ANAMIKA KUNDA,AVERAGE
INSP01464,2025-11-11,SCH0070,1,1,1,1,1,DAKSHESH MEMON,GOOD CONDITION
INSP00272,2025-10-25,SCH0239,1,1,1,0,1,JASMIT SAMPATH,NO REMARKS
INSP00697,2026-01-21,SCH0010,1,1,0,1,0,PARTH NATT,NO REMARKS
INSP00756,2025-10-24,SCH0489,,1,1,0,0,SUHANI BARAL,TOILETS LOCKED
INSP00245,2026-02-22,SCH0474,1,1,0,0,0,RUDRA JHA,GOOD CONDITION
INSP02956,2025-10-15,SCH0368,1,1,0,1,0,QUINCY BATH,NO REMARKS
INSP00477,2025-05-26,SCH0505,0,1,1,1,,MANYA MANI,TOILETS LOCKED
INSP02011,2025-07-05,SCH0120,1,1,1,1,1,VARSHA GUPTA,AVERAGE
INSP01922,2025-06-02,SCH0228,1,1,1,1,1,,NEEDS REPAIR
INSP00814,2026-06-03,SCH0221,1,,1,1,1,AYUSHMAN PARMAR,GOOD CONDITION
INSP01872,2025-10-06,SCH0184,1,1,1,0,1,EKANTA BOSE,NEEDS REPAIR
INSP02669,2026-01-11,SCH0505,0,0,1,1,0,HARINAKSHI CONTRACTOR,GOOD CONDITION
INSP02926,2025-09-25,SCH0064,0,1,1,1,1,,NEEDS REPAIR
INSP02176,2026-02-22,SCH0155,1,1,1,1,0,NETRA SULE,NO REMARKS
INSP01165,2025-08-21,SCH0463,0,1,1,0,1,,TOILETS LOCKED
INSP02289,2026-03-25,SCH0210,1,1,1,1,1,CHANDRESH MAHAL,NEEDS REPAIR
INSP00251,2025-09-04,SCH0554,1,1,0,1,1,LABAN SAINI,TOILETS LOCKED
INSP00414,2026-03-17,SCH0401,1,1,1,0,0,EKAPAD SIBAL,TOILETS LOCKED
INSP00546,2025-06-09,SCH0219,1,1,1,,0,,GOOD CONDITION
INSP01194,2025-07-21,SCH0231,1,1,0,1,1,PRANAV SAGAR,AVERAGE
INSP00739,2025-04-12,SCH0583,0,1,1,1,1,SAI ISSAC,GOOD CONDITION
INSP00311,2025-11-22,SCH0143,0,1,1,1,1,DIVYA SANKARAN,NO REMARKS
INSP01375,2025-09-29,SCH0310,1,1,,1,1,OJAS MOHANTY,NO REMARKS
INSP00894,2025-10-14,SCH0347,1,1,1,0,1,SARTHAK DEY,GOOD CONDITION
INSP01132,2025-10-22,SCH0317,1,1,1,1,0,AKSHAY MAGAR,AVERAGE
INSP01450,2025-12-07,SCH0147,1,1,0,0,0,LAKSHMI MANDAL,NEEDS REPAIR
INSP02112,2025-09-28,SCH0265,0,1,1,1,1,JHALAK VIG,TOILETS LOCKED
INSP00016,2025-05-16,SCH0028,1,1,1,1,1,NIDHI KADAKIA,GOOD CONDITION
INSP02109,2025-07-21,SCH0122,1,,1,0,1,NIRJA BASSI,TOILETS LOCKED
INSP00722,2025-09-06,SCH0212,1,1,1,1,1,,NEEDS REPAIR
INSP01421,2025-04-08,SCH0352,1,0,1,0,0,DIYA GUHA,AVERAGE
INSP02770,2026-01-14,SCH0119,1,1,1,0,0,YAMINI AGATE,TOILETS LOCKED
INSP00982,2025-07-31,SCH0128,0,,1,0,0,AARINI ATWAL,NO REMARKS
INSP02219,2025-05-23,SCH0159,1,1,1,0,1,EKBAL BAKSHI,AVERAGE
INSP01540,2025-07-21,SCH0559,,1,0,1,1,FAQID KAPUR,NEEDS REPAIR
INSP02662,2026-03-02,SCH0122,1,1,1,0,0,JANYA JOSHI,NEEDS REPAIR
INSP01551,2025-06-20,SCH0096,0,1,1,0,1,EKAVIR MALLICK,NEEDS REPAIR
INSP02548,2025-05-31,SCH0033,0,1,0,1,1,ODIKA NORI,NO REMARKS
INSP00364,2025-10-22,SCH0100,1,1,1,1,1,AACHAL TOOR,NO REMARKS
INSP00983,2026-01-26,SCH0584,1,1,1,1,0,RIDHI PATHAK,TOILETS LOCKED
INSP00183,2025-04-01,SCH0257,1,1,1,0,1,MEGHANA CHOWDHURY,NO REMARKS
INSP00986,2025-10-28,SCH0122,,,1,0,,YATAN PRABHU,NEEDS REPAIR
INSP01271,2025-12-29,SCH0557,1,1,0,1,0,ONKAR BEHL,TOILETS LOCKED
INSP01195,2026-03-26,SCH0070,1,1,1,1,0,YASHASVI AHLUWALIA,GOOD CONDITION
INSP01974,2025-10-14,SCH0275,1,1,,0,1,BAHADURJIT MALLICK,AVERAGE
INSP01870,2025-07-23,SCH0173,1,1,1,0,0,,NO REMARKS
INSP01122,2025-05-12,SCH0157,1,1,0,0,0,,GOOD CONDITION
INSP00188,2025-04-18,SCH0509,1,1,1,0,0,EKANSH DAYAL,NO REMARKS
INSP00620,2025-06-18,SCH0368,1,1,1,0,0,TIMOTHY BALASUBRAMANIAN,TOILETS LOCKED
INSP02899,2025-02-05,SCH0154,0,1,1,1,0,URVASHI BARAD,NO REMARKS
INSP01176,2025-06-13,SCH0345,0,1,1,1,1,YUG PARSA,NO REMARKS
INSP01183,2025-09-03,SCH0133,1,1,1,1,1,ZILMIL DOSHI,AVERAGE
INSP02508,2025-04-19,SCH0566,1,1,1,,0,TANAY SAHOTA,NO REMARKS
INSP02320,2025-10-11,SCH0277,0,1,1,1,1,ATI SAMA,GOOD CONDITION
INSP00615,2025-07-20,SCH0372,1,1,1,,1,NANDINI GOLLA,GOOD CONDITION
INSP01514,2025-10-09,SCH0402,0,1,1,0,1,VIVAAN BHATTACHARYYA,AVERAGE
INSP01467,2025-12-28,SCH0368,1,,1,1,0,,AVERAGE
INSP00402,2025-08-31,SCH0357,1,1,1,1,0,SIDDHARTH SETHI,AVERAGE
INSP00995,2026-01-14,SCH0031,1,0,1,,0,RAJATA DHALIWAL,TOILETS LOCKED
INSP00935,2026-02-22,SCH0364,0,0,1,1,1,RONITH GOLE,AVERAGE
INSP00372,2025-05-24,SCH0315,1,1,1,1,0,,NEEDS REPAIR
INSP02091,2025-06-13,SCH0199,1,1,1,0,0,,NO REMARKS
INSP02284,2025-08-04,SCH0556,1,1,1,0,1,SAMESH GULATI,GOOD CONDITION
INSP00594,2026-03-20,SCH0203,1,1,1,1,1,RAGHAV CHAUDHURI,TOILETS LOCKED
INSP02829,2025-07-12,SCH0491,1,0,1,1,0,JANUJA PAL,NO REMARKS
INSP00727,2025-11-09,SCH0022,1,1,1,1,1,UNNI SAMA,NO REMARKS
INSP00827,2025-06-29,SCH0080,,1,1,0,1,ADITYA VYAS,NO REMARKS
INSP01869,2025-09-01,SCH0394,1,1,,,1,YASH NADIG,NEEDS REPAIR
INSP00688,2025-12-19,SCH0141,1,1,1,0,0,RAYAAN SUNDARAM,NO REMARKS
INSP02335,2025-10-26,SCH0107,1,1,1,1,0,FAQID AMBLE,AVERAGE
INSP00137,2025-04-17,SCH0237,1,1,0,1,0,LEELA MANGAL,TOILETS LOCKED
INSP02577,2026-01-03,SCH0184,1,1,1,0,1,,AVERAGE
INSP00629,2026-02-26,SCH0035,1,1,1,1,0,,GOOD CONDITION
INSP00335,2026-03-29,SCH0248,0,1,0,1,0,CHRISTOPHER YADAV,GOOD CONDITION
INSP01806,2025-11-24,SCH0102,1,0,1,1,1,AADHYA LAD,TOILETS LOCKED
INSP00391,2025-08-16,SCH0600,0,1,1,1,0,FORUM SHETTY,NO REMARKS
INSP02934,2026-03-14,SCH0535,1,1,0,0,0,,AVERAGE
INSP01110,2025-07-20,SCH0391,1,1,1,0,0,ADYA GARA,GOOD CONDITION
INSP01938,2025-12-20,SCH0150,1,1,1,0,0,ARIN NAGI,NO REMARKS
INSP01818,2025-06-26,SCH0211,1,1,1,1,0,KRISHA SABHARWAL,AVERAGE
INSP02838,2025-12-07,SCH0170,0,1,,0,0,DIVYA BHALLA,NEEDS REPAIR
INSP00711,2025-12-26,SCH0513,1,0,1,1,0,,AVERAGE
INSP01040,2025-08-27,SCH0348,1,1,1,1,1,,TOILETS LOCKED
INSP02072,2025-06-26,SCH0032,1,1,1,0,1,WARJAS DOSHI,GOOD CONDITION
INSP02874,2025-07-24,SCH0443,1,1,1,,0,BHAVIKA OM,TOILETS LOCKED
INSP02729,2025-09-25,SCH0355,1,1,1,,0,GANGA SHERE,TOILETS LOCKED
INSP01562,2025-04-08,SCH0372,1,1,0,0,,POOJA GILL,TOILETS LOCKED
INSP02898,2025-11-25,SCH0095,1,0,1,0,0,MAX DEWAN,GOOD CONDITION
INSP01595,2025-07-26,SCH0538,,1,1,1,,IRA BALA,GOOD CONDITION
INSP02991,2025-11-23,SCH0205,1,,0,0,1,AVI VIG,NO REMARKS
INSP02652,2025-04-22,SCH0019,1,0,1,1,1,AYUSH MANGAT,NO REMARKS
